DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTQUNKWNHF,PARTQPRE40HF,PARTQ1940HF,PARTQ1950HF,PARTQ1960HF,PARTQ1970HF,PARTQ1980HF,PARTQ1990HF,PARTQ2000HF,PARTQ2010HF,PARTQ2020HF,PARTQTOTALHF,PARTQUNKWNLF,PARTQPRE40LF,PARTQ1940LF,PARTQ1950LF,PARTQ1960LF,PARTQ1970LF,PARTQ1980LF,PARTQ1990LF,PARTQ2000LF,PARTQ2010LF,PARTQ2020LF,PARTQTOTALLF,PARTQUNKWNTOTAL,PARTQPRE40TOTAL,PARTQ1940TOTAL,PARTQ1950TOTAL,PARTQ1960TOTAL,PARTQ1970TOTAL,PARTQ1980TOTAL,PARTQ1990TOTAL,PARTQ2000TOTAL,PARTQ2010TOTAL,PARTQ2020TOTAL,PARTQTOTAL
3/1/2022,2019,20200551,17795,12628,MOBIL  PIPE  LINE COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,ILLINOIS,,,,,,,,,0.28,,,0.28,,,,,,2.94,,,,,,2.94,,,,,,2.94,,,0.28,,,3.22
3/1/2022,2019,20200535,17779,12634,EXXONMOBIL OIL CORPORATION,HVL,INTRASTATE,TEXAS,,,,0.17,,,14.97,12.04,0.66,0.04,,27.88,12.09,,,65.41,47.08,1.34,,,,,,125.92,12.09,,,65.58,47.08,1.34,14.97,12.04,0.66,0.04,,153.8
3/1/2022,2019,20200235,17459,12913,SUPERIOR REFINING COMPANY LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,WISCONSIN,,,,,,,,0.525,,,,0.525,,,,3.241,,,,,,,,3.241,,,,3.241,,,,0.525,,,,3.766
3/1/2022,2019,20200542,17786,14145,"ENLINK OHIO RIVER VALLEY PIPELINE, LLC",Crude Oil,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0.019,0.017,,0.036,0,0,0,0,0,22.858,36.497,0,0,0,,59.355,0,0,0,0,0,22.858,36.497,0,0.019,0.017,,59.391
3/1/2022,2019,20200102,17321,14194,"OILTANKING, HOUSTON LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,,,,4.68,,,4.68,,,,,,,,,,,,0,,,,,,,,,4.68,,,4.68
3/1/2022,2019,20200162,17385,14391,"OSAGE PIPE LINE COMPANY, LLC",Crude Oil,INTERSTATE,KANSAS,,,,,,57.07,,0.3,2.9,,,60.27,,,,,,0.04,,,,,,0.04,,,,,,57.11,,0.3,2.9,,,60.31
3/1/2022,2019,20200162,17385,14391,"OSAGE PIPE LINE COMPANY, LLC",Crude Oil,INTERSTATE,OKLAHOMA,,,,,,74.6,,0.17,,,,74.77,,,,,,0.58,,,,,,0.58,,,,,,75.18,,0.17,,,,75.35
3/1/2022,2019,20200497,17740,15156,SINCLAIR TRANSPORTATION COMPANY,Crude Oil,INTERSTATE,COLORADO,,,,,,,,,2.62,0.15,,2.77,,,,,15.46,,,,,,,15.46,,,,,15.46,,,,2.62,0.15,,18.23
3/1/2022,2019,20200497,17740,15156,SINCLAIR TRANSPORTATION COMPANY,Crude Oil,INTERSTATE,WYOMING,,,,,168.43,98.73,,14.13,104.75,32.16,,418.2,,,,,,,,,,,,0,,,,,168.43,98.73,,14.13,104.75,32.16,,418.2
3/1/2022,2019,20200497,17740,15156,SINCLAIR TRANSPORTATION COMPANY,Crude Oil,INTRASTATE,WYOMING,,,,,,12.74,,0.39,8.09,5.78,,27,,,79.28,9.94,,,,,,,,89.22,,,79.28,9.94,,12.74,,0.39,8.09,5.78,,116.22
3/1/2022,2019,20200459,18006,15156,SINCLAIR TRANSPORTATION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,COLORADO,,,,,,,,15.92,7.92,42.82,,66.66,,,,,58.61,,,,,,,58.61,,,,,58.61,,,15.92,7.92,42.82,,125.27
3/1/2022,2019,20200459,18006,15156,SINCLAIR TRANSPORTATION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,,,,,,,,0.06,1.51,2.48,,4.05,,7.75,,,,,,,,,,7.75,,7.75,,,,,,0.06,1.51,2.48,,11.8
3/1/2022,2019,20200459,18006,15156,SINCLAIR TRANSPORTATION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,KANSAS,,,,,5.83,,,0.27,0.86,,,6.96,,,,,0.02,,,0.72,0.04,,,0.78,,,,,5.85,,,0.99,0.9,,,7.74
3/1/2022,2019,20200459,18006,15156,SINCLAIR TRANSPORTATION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,,,,,1.12,,,1.39,28.06,35.66,,66.23,,124.9,15.07,,,,,,,,,139.97,,124.9,15.07,,1.12,,,1.39,28.06,35.66,,206.2
3/1/2022,2019,20200459,18006,15156,SINCLAIR TRANSPORTATION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,,,,,,,0.03,4.6,1.45,0.47,,6.55,,,,,111.18,,,,,,,111.18,,,,,111.18,,0.03,4.6,1.45,0.47,,117.73
3/1/2022,2019,20200459,18006,15156,SINCLAIR TRANSPORTATION COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,WYOMING,,,,,,55.68,,21.08,29.27,2.39,,108.42,,,,,5.08,,,,,,,5.08,,,,,5.08,55.68,,21.08,29.27,2.39,,113.5
3/1/2022,2019,20200647,17901,15485,PHILLIPS 66 COMPANY - SWEENY REFINERY,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,25.84,0,0,0,0.15,,25.99,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25.84,0,0,0,0.15,,25.99
3/1/2022,2019,20200650,17904,15485,PHILLIPS 66 COMPANY - SWEENY REFINERY,HVL,INTRASTATE,TEXAS,0,0,0,0,0,0,13.12,0,,0.1,,13.22,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,13.12,0,0,0.1,,13.22
3/1/2022,2019,20200648,17902,15485,PHILLIPS 66 COMPANY - SWEENY REFINERY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,3.64,0,0,0,0,0.53,27.15,0,0,0.37,,31.69,30.81,0,4.55,0,3.1,0,0,0,0,0,,38.46,34.45,0,4.55,0,3.1,0.53,27.15,0,0,0.37,,70.15
3/1/2022,2019,20200008,17192,15645,PLACID PIPELINE COMPANY LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,,,,,0,,,,,,,0,,,,,0.037,,,,,,,0.037,,,,,0.037,,,,,,,0.037
3/1/2022,2019,20200155,17378,15674,PLANTATION PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ALABAMA,0,0,0,0,0,8.31,0,11.25,5.11,1.53,,26.2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8.31,0,11.25,5.11,1.53,,26.2
3/1/2022,2019,20200155,17378,15674,PLANTATION PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,GEORGIA,0,0,0,0,119.96,91.57,28.46,6.26,3.67,1.18,,251.1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,119.96,91.57,28.46,6.26,3.67,1.18,,251.1
3/1/2022,2019,20200155,17378,15674,PLANTATION PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,0,0,0,0,0,0,0.04,1.93,0.31,0,,2.28,0,0,50.03,0,0.01,0,0,0,0,0,,50.04,0,0,50.03,0,0.01,0,0.04,1.93,0.31,0,,52.32
3/1/2022,2019,20200155,17378,15674,PLANTATION PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,0,0,0,0,111.79,129.69,0.13,0.77,1.07,0.31,,243.76,0,0,0.6,0,0,0,0,0,0,0,,0.6,0,0,0.6,0,111.79,129.69,0.13,0.77,1.07,0.31,,244.36
3/1/2022,2019,20200155,17378,15674,PLANTATION PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH CAROLINA,0,0,0,0,0.71,0,0.25,0.72,4.3,1.58,,7.56,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.71,0,0.25,0.72,4.3,1.58,,7.56
3/1/2022,2019,20200155,17378,15674,PLANTATION PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH CAROLINA,0,0,0,0,0,0,0,0.05,0.04,0.01,,0.1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.05,0.04,0.01,,0.1
3/1/2022,2019,20200155,17378,15674,PLANTATION PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,0,0,0,0,0,0.07,0.19,1.86,0.5,0.14,,2.76,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.07,0.19,1.86,0.5,0.14,,2.76
3/1/2022,2019,20200155,17378,15674,PLANTATION PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,VIRGINIA,0,0,0,0,21.65,3.16,1,9.02,2.39,5.72,,42.94,0,0,0,0,103.09,0,0,0,0,0,,103.09,0,0,0,0,124.74,3.16,1,9.02,2.39,5.72,,146.03
3/1/2022,2019,20200327,18011,15774,NORTH DAKOTA PIPELINE COMPANY LLC,Crude Oil,INTERSTATE,MINNESOTA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,75.5,0,0,0,0,0,,75.5,0,0,0,0,75.5,0,0,0,0,0,,75.5
3/1/2022,2019,20200327,18011,15774,NORTH DAKOTA PIPELINE COMPANY LLC,Crude Oil,INTERSTATE,MONTANA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,63.98,0,0,0,0,0,,63.98,0,0,0,0,63.98,0,0,0,0,0,,63.98
3/1/2022,2019,20200327,18011,15774,NORTH DAKOTA PIPELINE COMPANY LLC,Crude Oil,INTERSTATE,NORTH DAKOTA,0,0,0,0,0,0,63.33,0,51.29,69.99,,184.61,0,0,0,0,432.65,0,0,0,0,0,,432.65,0,0,0,0,432.65,0,63.33,0,51.29,69.99,,617.26
3/1/2022,2019,20200680,17947,15786,PORTLAND PIPE LINE CORPORATION,Crude Oil,INTERSTATE,MAINE,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,71,0,0,0,0,0,0,,71,0,0,0,71,0,0,0,1,0,0,,72
3/1/2022,2019,20200680,17947,15786,PORTLAND PIPE LINE CORPORATION,Crude Oil,INTERSTATE,NEW HAMPSHIRE,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,35.5,0,0,0,0,0,0,,35.5,0,0,0,35.5,0,0,0,0,0,0,,35.5
3/1/2022,2019,20200680,17947,15786,PORTLAND PIPE LINE CORPORATION,Crude Oil,INTERSTATE,VERMONT,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,58.5,0,0,0,0,0,0,,58.5,0,0,0,58.5,0,0,0,0,0,0,,58.5
3/1/2022,2019,20200291,17519,15825,EAGLE US 2 LLC,HVL,INTERSTATE,LOUISIANA,,,,,,35,,,,,,35,,,,,,,,,,,,0,,,,,,35,,,,,,35
3/1/2022,2019,20200291,17519,15825,EAGLE US 2 LLC,HVL,INTERSTATE,TEXAS,,,,,,2.61,,,,,,2.61,,,,,,,,,,,,0,,,,,,2.61,,,,,,2.61
3/1/2022,2019,20200301,17530,15851,"DELEK MARKETING AND SUPPLY, LP",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,77.07,,77.07,,,,,3.78,,,,,,,3.78,,,,,3.78,,,,,77.07,,80.85
3/1/2022,2019,20200302,17531,15851,"DELEK MARKETING AND SUPPLY, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,57.41,,86.64,,,,144.05,,,,,,3.68,,,,,,3.68,,,,,,61.09,,86.64,,,,147.73
3/1/2022,2019,20200196,17419,15915,"PIPELINES OF PUERTO RICO INCD, THE",Refined and/or Petroleum Product (non-HVL),INTRASTATE,PUERTO RICO,,,,,,,,,1,,,1,,,,,8.5,,,,0,,,8.5,,,,,8.5,,,,1,,,9.5
3/1/2022,2019,20200133,17356,15979,"ERGON TERMINALING, INC.",Crude Oil,INTERSTATE,OHIO,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200133,17356,15979,"ERGON TERMINALING, INC.",Crude Oil,INTERSTATE,WEST VIRGINIA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200156,17379,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ARIZONA,0,0,0,0,0,0,160.64,41.02,205.8,0.88,,408.34,0,0,0,22.71,126.96,0.14,0.46,0.29,0,0,,150.56,0,0,0,22.71,126.96,0.14,161.1,41.31,205.8,0.88,,558.9
3/1/2022,2019,20200156,17379,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,CALIFORNIA,0,0,0,0,11.58,50.24,247.44,19.88,83.5,5.58,,418.22,0,0,0,80.35,15.94,2.01,0.07,0,0.17,0,,98.54,0,0,0,80.35,27.52,52.25,247.51,19.88,83.67,5.58,,516.76
3/1/2022,2019,20200156,17379,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEVADA,0,0,0,0,0,0,8.46,8.93,3.8,0.12,,21.31,0,0,0,52.26,0.15,0,0,0,0,0,,52.41,0,0,0,52.26,0.15,0,8.46,8.93,3.8,0.12,,73.72
3/1/2022,2019,20200156,17379,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW MEXICO,0,0,0,0,85.21,0,0,0,163.21,0.01,,248.43,0,0,0,0,77.29,0,0,0,0,0,,77.29,0,0,0,0,162.5,0,0,0,163.21,0.01,,325.72
3/1/2022,2019,20200156,17379,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OREGON,0,0,0,0,0,1.03,0.62,2.42,1.97,0.01,,6.05,0,0,0,0,118.69,2.41,0,0,0,0,,121.1,0,0,0,0,118.69,3.44,0.62,2.42,1.97,0.01,,127.15
3/1/2022,2019,20200156,17379,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0,0,0,0,6.37,0.3,0,1.75,31.99,0.03,,40.44,0,0,0,0,10.59,0,0,0,0,0,,10.59,0,0,0,0,16.96,0.3,0,1.75,31.99,0.03,,51.03
3/1/2022,2019,20200156,17379,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,5.45,87.92,27.91,266.86,62.15,36.73,6.16,,493.18,0,0,0,124.86,283.65,1.26,0.19,0.3,0,0,,410.26,0,0,0,130.31,371.57,29.17,267.05,62.45,36.73,6.16,,903.44
3/1/2022,2019,20200156,17379,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEVADA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7.23,0,0,0,0,0,0,,7.23,0,0,0,7.23,0,0,0,0,0,0,,7.23
3/1/2022,2019,20200156,17379,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,OREGON,0,0,0,0,0,0.42,0,0,0,0,,0.42,0,0,0,0,3.86,0,0,0,0,0,,3.86,0,0,0,0,3.86,0.42,0,0,0,0,,4.28
3/1/2022,2019,20200156,17379,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200256,17480,18275,SHELL CHEMICAL CO,Crude Oil,INTRASTATE,ALABAMA,,,,,,,6.3,,,,,6.3,,,,,,,,,,,,0,,,,,,,6.3,,,,,6.3
3/1/2022,2019,20200255,17479,18275,SHELL CHEMICAL CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,,,,,,,6.3,,,,,6.3,,,,,,,,,,,,0,,,,,,,6.3,,,,,6.3
3/1/2022,2019,20200173,17396,18386,BP OIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,KENTUCKY,0,0,0,0,0,0,0,0.5,0,0,,0.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.5,0,0,,0.5
3/1/2022,2019,20200173,17396,18386,BP OIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,0,0,0,0,0,0.4,0.5,1.6,0.1,0,,2.6,0,18,0,0,0,0,0,0,0,0,,18,0,18,0,0,0,0.4,0.5,1.6,0.1,0,,20.6
3/1/2022,2019,20200173,17396,18386,BP OIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,OHIO,0,0,0,0,0,0.7,3.4,0,1,0,,5.1,0,0,0,0,0.2,0,0,0,0,0,,0.2,0,0,0,0,0.2,0.7,3.4,0,1,0,,5.3
3/1/2022,2019,20200124,17347,18667,FREEPORT-MCMORAN OIL & GAS,Crude Oil,INTERSTATE,CALIFORNIA,,,,,,,39.64,,,,,39.64,,,,,,,,,,,,0,,,,,,,39.64,,,,,39.64
3/1/2022,2019,20200124,17347,18667,FREEPORT-MCMORAN OIL & GAS,Crude Oil,INTERSTATE,OCS-Pacific,,,,,,,4.26,,,,,4.26,,,,,,,,,,,,0,,,,,,,4.26,,,,,4.26
3/1/2022,2019,20200114,17336,18678,ST LOUIS PIPELINE OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,,,,,,,4.264,0.5,1.36,0.38,,6.504,,,,,,,,,,,,0,,,,,,,4.264,0.5,1.36,0.38,,6.504
3/1/2022,2019,20200114,17336,18678,ST LOUIS PIPELINE OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,,,,,,,7.845,0.5,6.97,,,15.315,,,,,,,,,,,,0,,,,,,,7.845,0.5,6.97,,,15.315
3/1/2022,2019,20200388,17626,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,LOUISIANA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200388,17626,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,MICHIGAN,,,,,,0.3,2,2.1,,,,4.4,,,,,106.1,,,,,,,106.1,,,,,106.1,0.3,2,2.1,,,,110.5
3/1/2022,2019,20200388,17626,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,NEW MEXICO,,,,,,,,,,0,,0,,,,,,,,,,,,0,,,,,,,,,,0,,0
3/1/2022,2019,20200388,17626,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,OHIO,,,,,,0.1,,,,,,0.1,,,,,9.8,,,,,,,9.8,,,,,9.8,0.1,,,,,,9.9
3/1/2022,2019,20200388,17626,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,OKLAHOMA,,,,,,,,,,149.5,,149.5,,,,,,,,,,,,0,,,,,,,,,,149.5,,149.5
3/1/2022,2019,20200388,17626,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,PENNSYLVANIA,0.3,,,,,,,,1.2,,,1.5,,,,,,,,,,,,0,0.3,,,,,,,,1.2,,,1.5
3/1/2022,2019,20200388,17626,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,TEXAS,36.2,,,,,25.1,,,0,102.1,,163.4,,194.7,,,,,,,,,,194.7,36.2,194.7,,,,25.1,,,0,102.1,,358.1
3/1/2022,2019,20200388,17626,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTRASTATE,OKLAHOMA,49.7,,,,,,,,,0.2,,49.9,0.8,17.5,31.2,30.9,51.8,,,,,,,132.2,50.5,17.5,31.2,30.9,51.8,,,,,0.2,,182.1
3/1/2022,2019,20200388,17626,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTRASTATE,TEXAS,124.6,0,0,0,0,31.4,24.4,45,1.2,6.5,,233.1,0,56.7,65.4,96.8,6.4,0,0,0,0,0,,225.3,124.6,56.7,65.4,96.8,6.4,31.4,24.4,45,1.2,6.5,,458.4
3/1/2022,2019,20200387,18056,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,DELAWARE,,,,,,,,0.2,,,,0.2,,,,,1.1,,,,,,,1.1,,,,,1.1,,,0.2,,,,1.3
3/1/2022,2019,20200387,18056,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,MICHIGAN,0.3,,,,,0.3,0.3,1.4,0.1,2.6,,5,0.2,,,1.8,,,,,,,,2,0.5,,,1.8,,0.3,0.3,1.4,0.1,2.6,,7
3/1/2022,2019,20200387,18056,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,NEW JERSEY,,,,,,,,2.8,,,,2.8,,,,,9.2,,,,,,,9.2,,,,,9.2,,,2.8,,,,12
3/1/2022,2019,20200387,18056,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,OHIO,0.2,,,,,6.1,0.1,1.1,0.8,0.2,,8.5,,,,,10.4,,,,,,,10.4,0.2,,,,10.4,6.1,0.1,1.1,0.8,0.2,,18.9
3/1/2022,2019,20200387,18056,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,PENNSYLVANIA,0.3,,,1.4,0.3,0,0,15.7,9.6,352.4,,379.7,0,1.2,0,0,3.4,0,0,0,0,0.1,,4.7,0.3,1.2,0,1.4,3.7,0,0,15.7,9.6,352.5,,384.4
3/1/2022,2019,20200387,18056,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,WEST VIRGINIA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2019,20200387,18056,18718,SUNOCO PIPELINE L.P.,HVL,INTRASTATE,TEXAS,0.1,,,,,0.4,1.8,3.7,0.7,1.5,,8.2,,,41.9,,0.2,,,,,,,42.1,0.1,,41.9,,0.2,0.4,1.8,3.7,0.7,1.5,,50.3
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,DELAWARE,,,,,,,,0.4,,,,0.4,,,,,1.1,,,,,,,1.1,,,,,1.1,,,0.4,,,,1.5
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,0,,,,,0.3,2.9,0.8,0.6,0.2,,4.8,,,0,,,,,,,,,0,0,,0,,,0.3,2.9,0.8,0.6,0.2,,4.8
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,0,,,,,0.5,12,11.1,0.4,0.4,,24.4,,,,,20.3,,,,,,,20.3,0,,,,20.3,0.5,12,11.1,0.4,0.4,,44.7
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,2,,,,,2.1,0.1,0.4,0.6,,,5.2,,,0.1,,0.1,,,,,,,0.2,2,,0.1,,0.1,2.1,0.1,0.4,0.6,,,5.4
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,1.2,,,,,23.6,,0.1,0.3,141.3,,166.5,,,,13,1.5,,,,,,,14.5,1.2,,,13,1.5,23.6,,0.1,0.3,141.3,,181
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,0,,,,,2.6,6.2,29.6,4.8,24.9,,68.1,0,0,0,0.1,79.2,,,,,,,79.3,0,0,0,0.1,79.2,2.6,6.2,29.6,4.8,24.9,,147.4
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,MASSACHUSETTS,,,,,,,,,,0.3,,0.3,,,,,,,,,,,,0,,,,,,,,,,0.3,,0.3
3/1/2022,2019,20200389,17627,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,145.1,,,,,175.1,35.3,0.3,,2.9,,358.7,0.4,,142.3,18.6,0.3,,,,,,,161.6,145.5,,142.3,18.6,0.3,175.1,35.3,0.3,,2.9,,520.3
3/1/2022,2019,20200506,17750,19319,"TPC GROUP, LLC",HVL,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1.871,0,0,0,0,0,0,,1.871,0,0,0,1.871,0,0,0,0,0,0,,1.871
3/1/2022,2019,20200506,17750,19319,"TPC GROUP, LLC",HVL,INTRASTATE,TEXAS,0,0,0,0,0,33.681,0.603,9.121,4.172,0.781,,48.358,0,9.933,0.824,0,42.513,0,0,0,0,0,,53.27,0,9.933,0.824,0,42.513,33.681,0.603,9.121,4.172,0.781,,101.628
3/1/2022,2019,20200507,17751,19319,"TPC GROUP, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.684,0,0,0,0,0,0,,0.684,0,0,0,0.684,0,0,0,0,0,0,,0.684
3/1/2022,2019,20200507,17751,19319,"TPC GROUP, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0,0.597,3.314,0,0,,3.911,0,0,12.541,0,3.561,0,0,0,0,0,,16.102,0,0,12.541,0,3.561,0,0.597,3.314,0,0,,20.013
3/1/2022,2019,20200236,17460,19410,THUMS LONG BEACH CO,Crude Oil,INTRASTATE,CALIFORNIA,,,,,3.09,,,,,,,3.09,,,,,,,,,,,,0,,,,,3.09,,,,,,,3.09
3/1/2022,2019,20200483,17725,19481,T & M TERMINAL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,0,0,0,0,0,1.46,0,0,0,0,,1.46,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1.46,0,0,0,0,,1.46
3/1/2022,2019,20200289,17517,19585,TRANS MOUNTAIN PIPELINE (PUGET SOUND) LLC,Crude Oil,INTERSTATE,WASHINGTON,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2019,20200058,17269,19892,UCAR PIPELINE INCORPORATED,HVL,INTRASTATE,LOUISIANA,0,0,0,0,0,0,1.17,0,25.24,0,,26.41,0,0,0,0,39.54,0,0,0,0,0,,39.54,0,0,0,0,39.54,0,1.17,0,25.24,0,,65.95
3/1/2022,2019,20200010,17194,20046,UNION CARBIDE CHEMICALS & PLASTICS CO INC,HVL,INTRASTATE,WEST VIRGINIA,,,,,,,5.1,2,,,,7.1,,,,,,,,,,,,0,,,,,,,5.1,2,,,,7.1
3/1/2022,2019,20200136,17359,20202,ULTRAMAR INC,Crude Oil,INTRASTATE,CALIFORNIA,,,,,,,2.31,0.06,,,,2.37,,,,,,1.93,,,,,,1.93,,,,,,1.93,2.31,0.06,,,,4.3
3/1/2022,2019,20200140,17363,20202,ULTRAMAR INC,HVL,INTRASTATE,CALIFORNIA,,,,,,,7.62,,,,,7.62,,,,,,,0,,,,,0,,,,,,,7.62,,,,,7.62
3/1/2022,2019,20200579,18038,20202,ULTRAMAR INC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,,,,,,13.92,9.17,1.3,1.04,,,25.43,,,,,,,0,,,,,0,,,,,,13.92,9.17,1.3,1.04,,,25.43
