DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTQUNKWNHF,PARTQPRE40HF,PARTQ1940HF,PARTQ1950HF,PARTQ1960HF,PARTQ1970HF,PARTQ1980HF,PARTQ1990HF,PARTQ2000HF,PARTQ2010HF,PARTQ2020HF,PARTQTOTALHF,PARTQUNKWNLF,PARTQPRE40LF,PARTQ1940LF,PARTQ1950LF,PARTQ1960LF,PARTQ1970LF,PARTQ1980LF,PARTQ1990LF,PARTQ2000LF,PARTQ2010LF,PARTQ2020LF,PARTQTOTALLF,PARTQUNKWNTOTAL,PARTQPRE40TOTAL,PARTQ1940TOTAL,PARTQ1950TOTAL,PARTQ1960TOTAL,PARTQ1970TOTAL,PARTQ1980TOTAL,PARTQ1990TOTAL,PARTQ2000TOTAL,PARTQ2010TOTAL,PARTQ2020TOTAL,PARTQTOTAL
3/1/2022,2020,20210596,18704,12628,MOBIL  PIPE  LINE COMPANY,Crude Oil,INTERSTATE,ILLINOIS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210596,18704,12628,MOBIL  PIPE  LINE COMPANY,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,0.21,,,0.21,,1.56,,1.93,,29.92,,,,,,33.41,,1.56,,1.93,,29.92,,,0.21,,,33.62
3/1/2022,2020,20210599,18707,12628,MOBIL  PIPE  LINE COMPANY,HVL,INTRASTATE,TEXAS,,,,,,,2.31,0.82,9.88,0.01,,13.02,0.16,,,19.41,,32.76,,,,,,52.33,0.16,,,19.41,,32.76,2.31,0.82,9.88,0.01,,65.35
3/1/2022,2020,20210597,18705,12628,MOBIL  PIPE  LINE COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,ILLINOIS,,,,,,,,,0.29,,,0.29,,,,,,2.37,,,,,,2.37,,,,,,2.37,,,0.29,,,2.66
3/1/2022,2020,20210589,18696,12634,EXXONMOBIL OIL CORPORATION,HVL,INTRASTATE,TEXAS,,,,0.17,,,14.97,12.09,0.66,0.04,,27.93,12.09,,,65.41,47.07,1.34,,,,,,125.91,12.09,,,65.58,47.07,1.34,14.97,12.09,0.66,0.04,,153.84
3/1/2022,2020,20210330,18427,12913,SUPERIOR REFINING COMPANY LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,WISCONSIN,,,,,,,,0.525,,,,0.525,,,,3.241,,,,,,,,3.241,,,,3.241,,,,0.525,,,,3.766
3/1/2022,2020,20210321,18808,14145,"ENLINK OHIO RIVER VALLEY PIPELINE, LLC",Crude Oil,INTERSTATE,OHIO,,,,,,,,,0.026,13.365,,13.391,,,,,,23.701,27.353,,,,,51.054,,,,,,23.701,27.353,,0.026,13.365,,64.445
3/1/2022,2020,20210069,18127,14194,"OILTANKING, HOUSTON LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,,,,5.28,,0,5.28,,,,,,,,,,,0,0,,,,,,,,,5.28,,0,5.28
3/1/2022,2020,20210545,18649,14391,"OSAGE PIPE LINE COMPANY, LLC",Crude Oil,INTERSTATE,KANSAS,,,,,,57.07,,0.3,2.9,,,60.27,,,,,,0.04,,,,,,0.04,,,,,,57.11,,0.3,2.9,,,60.31
3/1/2022,2020,20210545,18649,14391,"OSAGE PIPE LINE COMPANY, LLC",Crude Oil,INTERSTATE,OKLAHOMA,,,,,,74.6,,0.17,,,,74.77,,,,,,0.58,,,,,,0.58,,,,,,75.18,,0.17,,,,75.35
3/1/2022,2020,20210586,18693,15156,SINCLAIR TRANSPORTATION COMPANY,Crude Oil,INTERSTATE,COLORADO,,,,,,,,,2.62,0.16,,2.78,,,,,15.45,,,,,,,15.45,,,,,15.45,,,,2.62,0.16,,18.23
3/1/2022,2020,20210586,18693,15156,SINCLAIR TRANSPORTATION COMPANY,Crude Oil,INTERSTATE,WYOMING,,,,,168.43,98.73,,14.13,104.75,32.17,,418.21,,,,,,,,,,,,0,,,,,168.43,98.73,,14.13,104.75,32.17,,418.21
3/1/2022,2020,20210586,18693,15156,SINCLAIR TRANSPORTATION COMPANY,Crude Oil,INTRASTATE,WYOMING,,,,,,12.74,8.46,0.39,8.07,7.53,,37.19,,,79.28,9.94,,,,,,,,89.22,,,79.28,9.94,,12.74,8.46,0.39,8.07,7.53,,126.41
3/1/2022,2020,20210478,18580,15156,SINCLAIR TRANSPORTATION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,COLORADO,,,,,,,0.01,15.86,7.92,42.57,0.33,66.69,,,,,58.61,,,,,,,58.61,,,,,58.61,,0.01,15.86,7.92,42.57,0.33,125.3
3/1/2022,2020,20210478,18580,15156,SINCLAIR TRANSPORTATION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,,,,,,,,0.12,1.76,2.48,,4.36,,4.47,2.98,,,,,,,,,7.45,,4.47,2.98,,,,,0.12,1.76,2.48,,11.81
3/1/2022,2020,20210478,18580,15156,SINCLAIR TRANSPORTATION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,KANSAS,,,,,5.07,,,0.99,0.9,,,6.96,,,,,0.78,,,,,,,0.78,,,,,5.85,,,0.99,0.9,,,7.74
3/1/2022,2020,20210478,18580,15156,SINCLAIR TRANSPORTATION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,,,,,1.12,,,2.23,31.39,37.24,2.51,74.49,,117.53,14.18,,,,,,,,,131.71,,117.53,14.18,,1.12,,,2.23,31.39,37.24,2.51,206.2
3/1/2022,2020,20210478,18580,15156,SINCLAIR TRANSPORTATION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,,,,,,,0.03,4.6,1.45,0.47,,6.55,,,,,111.18,,,,,,,111.18,,,,,111.18,,0.03,4.6,1.45,0.47,,117.73
3/1/2022,2020,20210478,18580,15156,SINCLAIR TRANSPORTATION COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,WYOMING,,,,,,55.57,,21.55,29.24,2.48,0.08,108.92,,,,,5.08,,,,,,,5.08,,,,,5.08,55.57,,21.55,29.24,2.48,0.08,114
3/1/2022,2020,20210467,18569,15485,PHILLIPS 66 COMPANY - SWEENY REFINERY,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,1.41,0,0,0,0,,1.41,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1.41,0,0,0,0,,1.41
3/1/2022,2020,20210468,18570,15485,PHILLIPS 66 COMPANY - SWEENY REFINERY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,4.17,14.09,0,0,0.05,,18.31,0,0,30.77,0,3.1,0,0,0,0,0,,33.87,0,0,30.77,0,3.1,4.17,14.09,0,0,0.05,,52.18
3/1/2022,2020,20210018,18070,15645,PLACID PIPELINE COMPANY LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,,,,,0,,,,,,0,0,,,,,0.037,,,,,,0,0.037,,,,,0.037,,,,,,0,0.037
3/1/2022,2020,20210411,18511,15674,PRODUCTS (SE) PIPE LINE CORPORATION,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ALABAMA,0,0,0,0,0,8.31,0,11.25,5.11,1.56,0.36,26.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31,0,11.25,5.11,1.56,0.36,26.59
3/1/2022,2020,20210411,18511,15674,PRODUCTS (SE) PIPE LINE CORPORATION,Refined and/or Petroleum Product (non-HVL),INTERSTATE,GEORGIA,0,0,0,0,119.88,91.57,34.38,6.26,3.67,1.23,0.05,257.04,0,0,0,0,0.04,0.4,0,0,0,0,0,0.44,0,0,0,0,119.92,91.97,34.38,6.26,3.67,1.23,0.05,257.48
3/1/2022,2020,20210411,18511,15674,PRODUCTS (SE) PIPE LINE CORPORATION,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,0,0,0,0,0,0,0.06,1.93,0.31,0,0.01,2.31,0,0,50.03,0,0.01,0,0,0,0,0,0,50.04,0,0,50.03,0,0.01,0,0.06,1.93,0.31,0,0.01,52.35
3/1/2022,2020,20210411,18511,15674,PRODUCTS (SE) PIPE LINE CORPORATION,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,0,0,0,0,111.79,139.54,0.13,0.77,1.07,0.31,0,253.61,0,0,0.6,0,0.01,0,0,0,0,0,0,0.61,0,0,0.6,0,111.8,139.54,0.13,0.77,1.07,0.31,0,254.22
3/1/2022,2020,20210411,18511,15674,PRODUCTS (SE) PIPE LINE CORPORATION,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH CAROLINA,0,0,0,0,0.71,0,4.1,0.72,4.3,1.58,,11.41,0,0,0,0.39,53.59,0,0,0,0,0,,53.98,0,0,0,0.39,54.3,0,4.1,0.72,4.3,1.58,,65.39
3/1/2022,2020,20210411,18511,15674,PRODUCTS (SE) PIPE LINE CORPORATION,Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH CAROLINA,0,0,0,0,0,0,0,0.05,0.04,0.01,0,0.1,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,0,0,0.03,0,0,0,0.05,0.04,0.01,0,0.13
3/1/2022,2020,20210411,18511,15674,PRODUCTS (SE) PIPE LINE CORPORATION,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,0,0,0,0,0,0.07,0.51,1.86,0.5,0.41,0,3.35,0,0,8.31,0,0,0,0,0,0,0,0,8.31,0,0,8.31,0,0,0.07,0.51,1.86,0.5,0.41,0,11.66
3/1/2022,2020,20210411,18511,15674,PRODUCTS (SE) PIPE LINE CORPORATION,Refined and/or Petroleum Product (non-HVL),INTERSTATE,VIRGINIA,0,0,0,0,21.65,3.16,14.32,9.02,2.39,5.72,0,56.26,0,0,0,0,208.12,0.06,0,0,0,0,0,208.18,0,0,0,0,229.77,3.22,14.32,9.02,2.39,5.72,0,264.44
3/1/2022,2020,20210287,18384,15774,NORTH DAKOTA PIPELINE COMPANY LLC,Crude Oil,INTERSTATE,MINNESOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5,0,0,0,0,0,0,75.5,0,0,0,0,75.5,0,0,0,0,0,0,75.5
3/1/2022,2020,20210287,18384,15774,NORTH DAKOTA PIPELINE COMPANY LLC,Crude Oil,INTERSTATE,MONTANA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,63.98,0,0,0,0,0,,63.98,0,0,0,0,63.98,0,0,0,0,0,,63.98
3/1/2022,2020,20210287,18384,15774,NORTH DAKOTA PIPELINE COMPANY LLC,Crude Oil,INTERSTATE,NORTH DAKOTA,0,0,0,0,0,0,63.33,0,51.27,69.47,0,184.07,0,0,0,0,432.65,0,0,0,0,0,0,432.65,0,0,0,0,432.65,0,63.33,0,51.27,69.47,0,616.72
3/1/2022,2020,20210338,18435,15786,PORTLAND PIPE LINE CORPORATION,Crude Oil,INTERSTATE,MAINE,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,71,0,0,0,0,0,0,0,71,0,0,0,71,0,0,0,1,0,0,0,72
3/1/2022,2020,20210338,18435,15786,PORTLAND PIPE LINE CORPORATION,Crude Oil,INTERSTATE,NEW HAMPSHIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,0,0,0,0,0,0,0,35.5,0,0,0,35.5,0,0,0,0,0,0,0,35.5
3/1/2022,2020,20210338,18435,15786,PORTLAND PIPE LINE CORPORATION,Crude Oil,INTERSTATE,VERMONT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,0,0,0,0,0,0,0,58.5,0,0,0,58.5,0,0,0,0,0,0,0,58.5
3/1/2022,2020,20210169,18257,15825,EAGLE US 2 LLC,HVL,INTERSTATE,LOUISIANA,,,,,,35,,,,,,35,,,,,,,,,,,,0,,,,,,35,,,,,,35
3/1/2022,2020,20210169,18257,15825,EAGLE US 2 LLC,HVL,INTERSTATE,TEXAS,,,,,,2.61,,,,,,2.61,,,,,,,,,,,,0,,,,,,2.61,,,,,,2.61
3/1/2022,2020,20210405,18505,15851,"DELEK MARKETING AND SUPPLY, LP",Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,76.98,0,76.98,0,0,0,0,3.78,0,0,,0,,0,3.78,0,0,0,0,3.78,0,0,0,0,76.98,0,80.76
3/1/2022,2020,20210406,18506,15851,"DELEK MARKETING AND SUPPLY, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,57.41,,86.64,,,,144.05,,,,,,3.68,,,,,,3.68,,,,,,61.09,,86.64,,,,147.73
3/1/2022,2020,20210204,18295,15915,"PIPELINES OF PUERTO RICO INCD, THE",Refined and/or Petroleum Product (non-HVL),INTRASTATE,PUERTO RICO,,,,,,,,,1,,,1,,,,,8.5,,,,0,,,8.5,,,,,8.5,,,,1,,,9.5
3/1/2022,2020,20210698,18823,15979,"ERGON TERMINALING, INC.",Crude Oil,INTERSTATE,OHIO,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210698,18823,15979,"ERGON TERMINALING, INC.",Crude Oil,INTERSTATE,WEST VIRGINIA,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2020,20210414,18928,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ARIZONA,0,0,0,0,0,0,161.24,41.02,205.8,0.88,0,408.94,0,0,0,22.71,126.96,0.14,0.46,0.29,0,0,0,150.56,0,0,0,22.71,126.96,0.14,161.7,41.31,205.8,0.88,0,559.5
3/1/2022,2020,20210414,18928,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,CALIFORNIA,0,0,0,0,11.59,48.89,247.38,19.93,83.67,8.17,0,419.63,0,0,0,79.19,15.94,2.1,0,0,0,0,0,97.23,0,0,0,79.19,27.53,50.99,247.38,19.93,83.67,8.17,0,516.86
3/1/2022,2020,20210414,18928,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEVADA,0,0,0,0,0,0,8.46,8.93,3.8,0.12,0,21.31,0,0,0,52.26,0.15,0,0,0,0,0,0,52.41,0,0,0,52.26,0.15,0,8.46,8.93,3.8,0.12,0,73.72
3/1/2022,2020,20210414,18928,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW MEXICO,0,0,0,0,85.21,0,0,0,163.21,0.01,0,248.43,0,0,0,0,77.29,0,0,0,0,0,0,77.29,0,0,0,0,162.5,0,0,0,163.21,0.01,0,325.72
3/1/2022,2020,20210414,18928,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OREGON,0,0,0,0,0,1.03,0.62,2.42,1.97,0.01,0,6.05,0,0,0,0,118.69,2.41,0,0,0,0,0,121.1,0,0,0,0,118.69,3.44,0.62,2.42,1.97,0.01,0,127.15
3/1/2022,2020,20210414,18928,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0,0,0,0,6.37,0.3,0,1.75,31.99,0.03,0,40.44,0,0,0,0,10.59,0,0,0,0,0,0,10.59,0,0,0,0,16.96,0.3,0,1.75,31.99,0.03,0,51.03
3/1/2022,2020,20210414,18928,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,5.45,87.92,27.91,266.92,62.45,36.73,6.51,0.17,494.06,0,0,0,124.7,283.93,1.69,0,0,0,0,0,410.32,0,0,0,130.15,371.85,29.6,266.92,62.45,36.73,6.51,0.17,904.38
3/1/2022,2020,20210414,18928,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,OREGON,0,0,0,0,0,0.42,0,0,0,0,0,0.42,0,0,0,0,3.86,0,0,0,0,0,0,3.86,0,0,0,0,3.86,0.42,0,0,0,0,0,4.28
3/1/2022,2020,20210414,18928,18092,"SFPP, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210193,18282,18275,SHELL CHEMICAL CO,Crude Oil,INTRASTATE,ALABAMA,,,,,,,6.3,,,,,6.3,,,,,,,,,,,,0,,,,,,,6.3,,,,,6.3
3/1/2022,2020,20210194,18283,18275,SHELL CHEMICAL CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,,,,,,,6.3,,,,,6.3,,,,,,,,,,,,0,,,,,,,6.3,,,,,6.3
3/1/2022,2020,20210305,18402,18386,BP OIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,KENTUCKY,0,0,0,0,0,0,0,0.5,0,0,,0.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.5,0,0,,0.5
3/1/2022,2020,20210305,18402,18386,BP OIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,0,0,0,0,0,0.4,0.5,1.6,0.1,0,,2.6,0,17.9,0,0,0,0,0,0,0,0,,17.9,0,17.9,0,0,0,0.4,0.5,1.6,0.1,0,,20.5
3/1/2022,2020,20210305,18402,18386,BP OIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,OHIO,0,0,0,0,0,0.7,3.5,0,1,0,,5.2,0,0,0,0,0.2,0,0,0,0,0,,0.2,0,0,0,0,0.2,0.7,3.5,0,1,0,,5.4
3/1/2022,2020,20210304,18867,18667,FREEPORT-MCMORAN OIL & GAS,Crude Oil,INTERSTATE,CALIFORNIA,,,,,,,39.64,,,,,39.64,,,,,,,,,,,,0,,,,,,,39.64,,,,,39.64
3/1/2022,2020,20210304,18867,18667,FREEPORT-MCMORAN OIL & GAS,Crude Oil,INTERSTATE,OCS-Pacific,,,,,,,4.26,,,,,4.26,,,,,,,,,,,,0,,,,,,,4.26,,,,,4.26
3/1/2022,2020,20210228,18324,18678,ST LOUIS PIPELINE OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,,,,,,,4.264,0.5,1.36,0.38,,6.504,,,,,,,,,,,,0,,,,,,,4.264,0.5,1.36,0.38,,6.504
3/1/2022,2020,20210228,18324,18678,ST LOUIS PIPELINE OPERATING LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,,,,,,,7.845,0.5,6.97,,,15.315,,,,,,,,,,,,0,,,,,,,7.845,0.5,6.97,,,15.315
3/1/2022,2020,20210354,18451,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210354,18451,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,MICHIGAN,0,0,0,0,0,0.3,2,2.1,0,0,0,4.4,0,0,0,0,108,0,0,0,0,0,0,108,0,0,0,0,108,0.3,2,2.1,0,0,0,112.4
3/1/2022,2020,20210354,18451,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210354,18451,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,OHIO,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,10.5,0,0,0,0,0,0,10.5,0,0,0,0,10.5,0.1,0,0,0,0,0,10.6
3/1/2022,2020,20210354,18451,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,149.5,0,149.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.5,0,149.5
3/1/2022,2020,20210354,18451,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,PENNSYLVANIA,0,0,0,0,0,0,0,0,1.9,0.3,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.3,0,2.2
3/1/2022,2020,20210354,18451,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTERSTATE,TEXAS,36.1,0,0,0,0,25.1,0,0,0,101.9,0,163.1,0,194.6,0,0,0,0,0,0,0,,0,194.6,36.1,194.6,0,0,0,25.1,0,0,0,101.9,0,357.7
3/1/2022,2020,20210354,18451,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTRASTATE,OKLAHOMA,2.8,0,0,0,0,0,0,0,0,0.2,0,3,0.8,17.5,22.9,30.9,48.6,0,0,0,0,0,0,120.7,3.6,17.5,22.9,30.9,48.6,0,0,0,0,0.2,0,123.7
3/1/2022,2020,20210354,18451,18718,SUNOCO PIPELINE L.P.,Crude Oil,INTRASTATE,TEXAS,116.3,0,0,0,0,30.9,24.4,45,1.2,6.7,0,224.5,0,56.7,65.4,96.7,6.4,0,0,0,0,0,0,225.2,116.3,56.7,65.4,96.7,6.4,30.9,24.4,45,1.2,6.7,0,449.7
3/1/2022,2020,20210353,18450,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,DELAWARE,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2
3/1/2022,2020,20210353,18450,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,MICHIGAN,0.1,0,0,0,0,0.3,0.3,1.4,0.4,3.2,0,5.7,0,0.7,0,2.3,0,0,0,0,0,0,0,3,0.1,0.7,0,2.3,0,0.3,0.3,1.4,0.4,3.2,0,8.7
3/1/2022,2020,20210353,18450,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,NEW JERSEY,0,0,0,0,0,0,0,2.7,0,0,0,2.7,0,,0,,9,0,0,0,0,0,0,9,0,0,0,0,9,0,0,2.7,0,0,0,11.7
3/1/2022,2020,20210353,18450,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,OHIO,0.2,0,0,0,0,6.1,0.1,0.5,0.9,1.7,0,9.5,0,0.1,0,0,11.4,0,0,0,0,0,0,11.5,0.2,0.1,0,0,11.4,6.1,0.1,0.5,0.9,1.7,0,21
3/1/2022,2020,20210353,18450,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,PENNSYLVANIA,0,0,0,0,1.7,0,0,15.3,9.8,403.6,6.1,436.5,0,1.4,0,0,3.5,0,0,0,0,0,0,4.9,0,1.4,0,0,5.2,0,0,15.3,9.8,403.6,6.1,441.4
3/1/2022,2020,20210353,18450,18718,SUNOCO PIPELINE L.P.,HVL,INTERSTATE,WEST VIRGINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210353,18450,18718,SUNOCO PIPELINE L.P.,HVL,INTRASTATE,TEXAS,0,0,0,0,0,0.4,1.8,3.7,0.7,1.5,0,8.1,0.1,0,41.9,0,0.2,0,0,0,0,0,0,42.2,0.1,0,41.9,0,0.2,0.4,1.8,3.7,0.7,1.5,0,50.3
3/1/2022,2020,20210355,18452,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,DELAWARE,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0,0,1.1,0,0,0,0,0,0,1.1,0,0,0,0,1.1,0,0,0.4,0,0,0,1.5
3/1/2022,2020,20210355,18452,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,0.1,0,0,0,0,0.3,2.8,0.9,0,0.2,0,4.3,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.1,0,0.5,0,0,0.3,2.8,0.9,0,0.2,0,4.8
3/1/2022,2020,20210355,18452,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,0,0,0,0,0,0.5,12,6.7,0.4,0.4,0,20,0,0,0,4.7,20.2,0,0,0,0,0,0,24.9,0,0,0,4.7,20.2,0.5,12,6.7,0.4,0.4,0,44.9
3/1/2022,2020,20210355,18452,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,1.6,0,0,0,0,2.1,0.1,0.4,0.7,0,0,4.9,0,0.1,0,0,0.1,0,0,0,0,0,0,0.2,1.6,0.1,0,0,0.1,2.1,0.1,0.4,0.7,0,0,5.1
3/1/2022,2020,20210355,18452,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,1.2,0,0,0,0,23.6,0,0.2,0.3,141.3,0,166.6,0,0,0,12.9,1.5,0,0,0,0,0,0,14.4,1.2,0,0,12.9,1.5,23.6,0,0.2,0.3,141.3,0,181
3/1/2022,2020,20210355,18452,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,0.2,0,0,0,0,2.7,6.2,30.1,5.2,25,0,69.4,0,0,0,0.5,111.6,0,0,0,0,0,0,112.1,0.2,0,0,0.5,111.6,2.7,6.2,30.1,5.2,25,0,181.5
3/1/2022,2020,20210355,18452,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,MASSACHUSETTS,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3
3/1/2022,2020,20210355,18452,18718,SUNOCO PIPELINE L.P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,79.7,0,0,0,0,175,35.3,0.3,0,68.3,0,358.6,0,0,142.5,18.6,0.3,0,0,0,0,0,0,161.4,79.7,0,142.5,18.6,0.3,175,35.3,0.3,0,68.3,0,520
3/1/2022,2020,20210315,18412,19319,"TPC GROUP, LLC",HVL,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.871,0,0,0,0,0,0,0,1.871,0,0,0,1.871,0,0,0,0,0,0,0,1.871
3/1/2022,2020,20210315,18412,19319,"TPC GROUP, LLC",HVL,INTRASTATE,TEXAS,0,0,0,0,0,33.677,0.603,9.121,4.172,0.781,0,48.354,0,9.933,0.824,0,42.513,0,0,0,0,0,0,53.27,0,9.933,0.824,0,42.513,33.677,0.603,9.121,4.172,0.781,0,101.624
3/1/2022,2020,20210316,18413,19319,"TPC GROUP, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,0,0,0,0,0,0,0,0.684,0,0,0,0.684,0,0,0,0,0,0,0,0.684
3/1/2022,2020,20210316,18413,19319,"TPC GROUP, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0,0.597,3.314,0,0,0,3.911,0,0,12.541,0,3.561,0,0,0,0,0,0,16.102,0,0,12.541,0,3.561,0,0.597,3.314,0,0,0,20.013
3/1/2022,2020,20210306,18403,19410,THUMS LONG BEACH CO,Crude Oil,INTRASTATE,CALIFORNIA,,,,,3.09,,,,,,,3.09,,,,,,,,,,,,0,,,,,3.09,,,,,,,3.09
